date_added,company_name,company_website,hq_country,hq_city,industry,sector,date_removed
2026-04-13,Sopht,https://sopht.com/,France,Rhône-Alpes,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Soqtapata,https://www.soqtapata.com,Peru,Cusco,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,Sora Finance,https://sora-finance.com,France,Paris,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,"Sorcero, Inc.",https://sorcero.com,United States,District of Columbia,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Sorgente B.V.,https://www.sorgente.nl,Netherlands The,Utrecht,Medical & dental supplies,Wholesale/Retail,
2026-04-13,SORORAL Ltd.,https://www.sororal.travel/,Canada,Nova Scotia,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,SOSMART,https://www.calicosy.com,France,Hauts-de-France,Furniture,Wholesale/Retail,
2026-04-13,Sostenibilidad a Medida,https://www.sostenibilidadamedida.com,Spain,Andalusia,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Soter Vineyards,https://sotervineyards.com,United States,Oregon,Agricultural Processing,Agriculture/Growers,
2026-04-13,Soto Digital Limited,https://www.gosoto.co/,United Kingdom,City of Bristol,Web portals,Service with Minor Environmental Footprint,
2026-04-13,SOTTOLESTELLE S.R.L. Società Benefit,https://www.sottolestelle.com,Italy,Apulia,Food products,Manufacturing,
2026-04-13,Sottosopra sas Società Benefit di Elena Milazzo e C.,https://www.sottosopracomunicazione.it/,,,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Soubu Kensetsu,https://soubukensetsu.com/,Japan,Chiba Prefecture,Real estate development,Service with Significant Environmental Footprint,
2026-04-13,Soul Lab,https://www.soullabproject.com/,United States,Oregon,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Soulsight Design & Strategy,https://soulsight.es/,Spain,Madrid,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Source Design,https://www.source-design.co.uk/,United Kingdom,Shropshire,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Source Developments Scotland Ltd.,https://sourcedevelopments.com/,United Kingdom,Edinburgh,Furniture,Wholesale/Retail,
2026-04-13,"SOURCE Global, PBC",https://www.source.co,United States,Arizona,Water supply & treatment,Manufacturing,
2026-04-13,Source Information Services Ltd,https://www.sourceglobalresearch.com/,,,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Source Now,https://mysourcenow.com,United States,Florida,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,SourceCode Communications,https://www.sourcecodecomunications.com,United States,New York,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Sousa Andrade Construtora e Incorporadora,https://www.sousaandrade.com.br,Brazil,Goiás,Civil engineering,Service with Significant Environmental Footprint,
2026-04-13,"South Mountain Company, Inc.",https://www.southmountain.com,United States,Massachusetts,Design & building,Service with Significant Environmental Footprint,
2026-04-13,South Pole Australia Pty Ltd,https://www.southpole.com/sp-australia,Australia,New South Wales,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,South Pole GmbH,https://www.southpole.com/de,Germany,Berlin,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,South Pole Netherlands BV,https://www.southpole.com/,Netherlands The,North Holland,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,"South Pole USA, Inc",https://www.southpole.com/,United States,New York,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Southbridge Compañía de Seguros Generales S.A,https://www.southbridgeseguros.cl,Chile,Santiago Metropolitan Region,Non-life insurance,Service with Minor Environmental Footprint,
2026-04-13,"SouthCol Advisors, LLC",https://southcoladvisors.com,United States,Florida,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,"Southern Bancorp, Inc.",https://banksouthern.com,United States,Arkansas,Deposit bank - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Southern Design Group Pty Ltd,https://southerndesigngroup.com.au,Australia,South Australia,Fabricated metal products,Wholesale/Retail,
2026-04-13,Southern Energy Management,https://southern-energy.com,United States,North Carolina,Solar panel installation,Service with Significant Environmental Footprint,
2026-04-13,Southpaw Limited,https://www.wearebulletproof.com,United Kingdom,City of London,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Sovet,https://www.sovet.ch,Switzerland,Canton of Vaud,Veterinary activities,Service with Significant Environmental Footprint,
2026-04-13,Sowco A/S,https://www.sowco.dk,Denmark,Capital Region of Denmark,Food products,Wholesale/Retail,
2026-04-13,Sowvital Ltd,https://www.sowvital.com,United Kingdom,City of London,Chemicals & chemical products,Wholesale/Retail,
2026-04-13,Soyxpert inc.,https://soyxpert.ca,Canada,Quebec,Food products,Manufacturing,
2026-04-13,SOZO Design Ltd,https://www.sozodesign.co.uk,United Kingdom,Gloucestershire,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Space Doctors Ltd,https://www.space-doctors.com,United Kingdom,East Sussex,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Space Group,https://Www.spacegroup.co.uk,United Kingdom,Newcastle upon Tyne,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Space Invader Design Limited,https://www.spaceinvaderdesign.co.uk,United Kingdom,Manchester,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Space Made Group Limited,https://spacemade.co,United Kingdom,City of Westminster,Real estate- fee/contract,Service with Significant Environmental Footprint,
2026-04-13,Space4Good,https://www.space4good.com,Netherlands The,South Holland,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Spacecubed Ventures Pty Ltd,https://www.spacecubed.com,Australia,Western Australia,Membership organizations,Service with Significant Environmental Footprint,
2026-04-13,Spacelab,https://spacelab.co.uk,United Kingdom,London Borough of Hackney,Other install & construction,Service with Minor Environmental Footprint,
2026-04-13,Spadel,https://www.spadel.com,Belgium,Brussels-Capital Region,Beverages,Manufacturing,
2026-04-13,Spark & Bell Ltd,https://www.sparkandbell.com,United Kingdom,East Sussex,Electrical equipment,Manufacturing,
2026-04-13,SPARK LAB,https://www.sparklab.fr,France,Rhône-Alpes,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Spark Strategy,https://www.sparkstrategy.com.au,Australia,Victoria,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,sparkling partners,https://www.sparkling-partners.com/,France,Nord-Pas-de-Calais,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Sparkminds,https://sparkmindsinsight.com/,United Kingdom,Warwickshire,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,SparkOptimus,https://www.sparkoptimus.com,Netherlands The,North Holland,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Sparks meeting,https://sparks-meeting.eu/,Belgium,Brussels-Capital Region,Other business support,Service with Significant Environmental Footprint,
2026-04-13,Sparqle,https://www.sparqle.com,Netherlands The,North Holland,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Sparta Global Limited,https://www.spartaglobal.com,United Kingdom,City of London,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Spartner agency,https://www.spartner-agency.com,France,Rhône-Alpes,Other sports,Service with Significant Environmental Footprint,
2026-04-13,Sparx Limited,https://sparx-learning.com/,United Kingdom,Devon,Education & training services,Service with Minor Environmental Footprint,
2026-04-13,SPASE Ltd,https://www.spase.co.uk,United Kingdom,United Kingdom,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Spazio Noprofit s.r.l. Società Benefit,https://www.spazionoprofit.it,Italy,Emilia-Romagna,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,SPDG,https://www.spdg.be,Belgium,Brussels-Capital Region,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Speakers Corner (London) Limited,https://www.speakerscorner.co.uk,United Kingdom,London Borough of Islington,Other business support,Service with Minor Environmental Footprint,
2026-04-13,Spear Capital Partners Limited,https://www.spearcapital.com/,Mauritius,Port Louis District,Equity investing - Emerging Markets,Service with Minor Environmental Footprint,
2026-04-13,Special Bar Service,https://www.specialbarservice.com/,United Kingdom,Worcestershire,Beverage serving & bars,Service with Significant Environmental Footprint,
2026-04-13,Special Projects,https://www.specialprojects.studio,United Kingdom,London Borough of Richmond upon Thames,Mobile applications,Service with Minor Environmental Footprint,
2026-04-13,Specialisterne Spain,https://es.specialisterne.com,Spain,Catalonia,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Speco,https://www.speco.sg,Singapore,South West Community Development Council,Chemicals & chemical products,Manufacturing,
2026-04-13,Spectra First Ltd,https://www.spectraconnect.co.uk,United Kingdom,City of Wolverhampton,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,Spectre Holding A/S,https://www.spectre.dk,Denmark,Central Denmark Region,Apparel,Manufacturing,
2026-04-13,Spek Furniture Limited,https://www.spekfurniture.com,United Kingdom,Manchester,,Wholesale/Retail,
2026-04-13,Spektrix,,United Kingdom,London Borough of Islington,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,SPELL (IPEA Holdings Pty Ltd. - Spell Group),https://spell.co,Australia,New South Wales,Apparel,Wholesale/Retail,
2026-04-13,SPHERA,https://www.spherasostenible.com,Costa Rica,San José Province,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Sphera Energy SpA,https://www.spheraenergy.com/,Chile,Santiago Metropolitan Region,Other renewable energy installation,Service with Significant Environmental Footprint,
2026-04-13,"Spilled Water, Inc.",https://www.magicbag.co,United States,California,Other retail sale,Wholesale/Retail,
2026-04-13,Spindle Productions Ltd,https://www.spindle.co,United Kingdom,Norfolk,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-13,Spinergie,https://www.spinergie.com,,,Transportation support,Service with Minor Environmental Footprint,
2026-04-13,Spinlock Ltd,https://www.spinlock.co.uk,United Kingdom,Isle of Wight,Sports goods,Manufacturing,
2026-04-13,Spinster Sisters,https://www.spinstersistersco.com,United States,Colorado,Personal care products,Manufacturing,
2026-04-13,Spirit Animal Coffee,https://www.spiritanimalcoffee.com,Honduras,Bay Islands Department,Beverages,Manufacturing,
2026-04-13,Sporting Giants,https://www.sporting-giants.com,United Kingdom,Hampshire,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,"Sportiqe, LLC",https://www.sportiqe.com,United States,Arizona,Apparel,Wholesale/Retail,
2026-04-13,Spotlight,https://spotlight.xyz,United States,California,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Spottswoode,https://www.spottswoode.com,United States,California,Growing perennial crops,Agriculture/Growers,
2026-04-13,Spring Activator Inc.,https://spring.is,Canada,British Columbia,Other education,Service with Minor Environmental Footprint,
2026-04-13,Spring Bank,https://www.spring.bank/,,,Deposit bank - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,SPRiNG Collective,https://wespring.com,France,Île-de-France,Cleaning products,Wholesale/Retail,
2026-04-13,"Spring Fashion & Design, Lda",https://spring.pt,Portugal,Porto,Apparel,Manufacturing,
2026-04-13,Spring Lab SAS,https://www.spring-lab.com,France,Occitania,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Spring Valley Coffee Roasters,https://www.springvalleycoffee.com,Kenya,Nairobi,Beverages,Manufacturing,
2026-04-13,Spring4 Employee Ownership Trust Limited,https://www.spring4.com,United Kingdom,City of London,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Springboard Communications,https://www.springboardcommunications.ie,Ireland,County Cork,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Springbok Group BV,https://www.springbokagency.com/en/,Belgium,Flanders,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Springload Limited,https://www.springload.co.nz,New Zealand,Wellington Region,Web portals,Service with Minor Environmental Footprint,
2026-04-13,Sprints,https://www.sprints.com,United Kingdom,City of Westminster,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Sprints & Sneakers | Growth Hacking Agency,https://sprintsandsneakers.com,Netherlands The,North Holland,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Sprit & Co,https://www.sprit-co.dk,Denmark,Capital Region of Denmark,Beverages,Wholesale/Retail,
2026-04-13,Sproud,https://www.sproudglobal.com,Sweden,Skåne County,Beverages,Wholesale/Retail,
2026-04-13,Sprout Coffee,https://www.sproutcoffee.com.au,Australia,Victoria,Beverages,Wholesale/Retail,
2026-04-13,SproutWorld,https://sproutworld.com/,Denmark,Capital Region of Denmark,Wood & wood products,Wholesale/Retail,
2026-04-13,Spruce,https://www.wearespruce.co,United Kingdom,London Borough of Hackney,Cleaning products,Wholesale/Retail,
2026-04-13,Square,https://www.square-management.com/,France,Île-de-France,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Square One Law,https://www.squareonelaw.com,United Kingdom,Newcastle upon Tyne,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,SquaredUp,https://squaredup.com/,United Kingdom,Windsor and Maidenhead,Data processing & hosting,Service with Minor Environmental Footprint,
2026-04-13,SquareNuts,https://www.squarenuts.be/,Belgium,Brussels-Capital Region,Textiles,Wholesale/Retail,
2026-04-13,Squibble Ltd,https://www.squibble.design,United Kingdom,Birmingham,Web portals,Service with Minor Environmental Footprint,
2026-04-13,Squiggle Consult LTD,https://www.squiggleconsult.co.uk,United Kingdom,Kent,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,SR Mailing,https://www.srmailing.co.uk,United Kingdom,Manchester,General retail via Internet,Wholesale/Retail,
2026-04-13,SR2 - Socially Responsible Recruitment,https://sr2rec.com/,United Kingdom,City of Bristol,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,SRA Architects,https://www.sra-architects.co.uk,United Kingdom,Somerset,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,SRH Law PLLC,https://srhlaw.com,United States,Vermont,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,sString Limited,https://www.sString.com,United Kingdom,Surrey,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,"ST Consultores Inmobiliarios, S.L.",https://www.stconsultores.com,Spain,Madrid,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,St Eval,https://www.st-eval.com,United Kingdom,Cornwall,Other manufacturing,Manufacturing,
2026-04-13,St Ewe Free Range Eggs Ltd,https://steweeggs.com/,United Kingdom,Cornwall,Animal Production,Manufacturing,
2026-04-13,St Pauls Walden Bury Estate Co,https://www.easthallfarm.com,United Kingdom,Hertfordshire,Mixed Farming,Agriculture/Growers,
2026-04-13,St. Frank's Ltd,https://www.st-franks.com,United Kingdom,London Borough of Islington,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,St. Oberholz Consulting GmbH,https://sanktoberholz-consulting.de/,Germany,Berlin,Other business support,Service with Minor Environmental Footprint,
2026-04-13,Stamp Productions,https://www.stamp.productions,,,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-20,Stamp Tax Free SL,https://www.stampit.co,Spain,Madrid,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,Stance Sets,https://stancesets.co.uk/,United Kingdom,Essex,Construction,Manufacturing,
2026-04-13,Stand,https://www.thisisstand.com,United Kingdom,City of London,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Stand4 Ventures Ltd,https://www.stand4socks.com,,,Apparel,Wholesale/Retail,
2026-04-13,Standard Communities,https://www.standard-communities.com,United States,California,Real estate development,Service with Minor Environmental Footprint,
2026-04-13,Standing on Giants,https://www.standingongiants.com,United Kingdom,London Borough of Tower Hamlets,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-04-13,Stanhope PLC,https://www.stanhopeplc.com/,United Kingdom,London Borough of Camden,Real estate development,Service with Significant Environmental Footprint,
2026-04-13,Stapen-Haus Properties,https://www.stapen-haus.com/,Canada,British Columbia,Real estate development,Service with Minor Environmental Footprint,
2026-04-13,Star Linen UK,https://star-linen.co.uk,United Kingdom,Caerphilly County Borough,Other retail sale,Wholesale/Retail,
2026-04-13,Starbuck & Associates Limited,https://www.starbuckassociates.com,,,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Starfish Accounting Ltd,https://www.starfishaccounting.co.uk,United Kingdom,Windsor and Maidenhead,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Starshipit,https://www.starshipit.com,New Zealand,Auckland Region,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,StartDock Holding B.V.,https://startdock.nl,Netherlands The,North Holland,Facilities & cleaning services,Service with Significant Environmental Footprint,
2026-04-13,Startnext GmbH,https://www.startnext.com,Germany,Saxonia,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-04-13,Starvinci,https://www.hengxinglele.com,China,Zhejiang,Pre- & primary education,Service with Significant Environmental Footprint,
2026-04-13,State Of Escape,https://www.stateofescape.com/,Australia,New South Wales,Apparel,Wholesale/Retail,
2026-04-13,Stay Awesome GmbH,https://stayawesome.de/,Germany,Hesse,Accommodation,Service with Minor Environmental Footprint,
2026-04-13,STC Sunbelt SpA,https://www.sunbelt.cl,Chile,Santiago Metropolitan Region,Electrical equipment,Wholesale/Retail,
2026-04-13,STE Foodeals MEA SARL,https://foodeals.net,Morocco,Fès-Meknès,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Steadfast Collective,https://steadfastcollective.com/,United Kingdom,Hampshire,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,Steamboat Climbing Collective,https://steamboatclimbingcollective.com/,United States,Colorado,Athletic & fitness centers,Service with Significant Environmental Footprint,
2026-04-13,Steamhaus Ltd,https://www.steamhaus.co.uk,United Kingdom,Manchester,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,Steelcase (South East) Ltd t/a Insightful Environments,https://www.ie-uk.com,United Kingdom,City of London,Furniture,Wholesale/Retail,
2026-04-13,Steele Build,https://www.steelebuild.com.au,Australia,South Australia,Contracting & building,Service with Significant Environmental Footprint,
2026-04-13,Steelhead Productions,https://exhibithappy.com,United States,Nevada,Rent/lease: other goods,Service with Significant Environmental Footprint,
2026-04-13,Steenbergs Limited,https://steenbergs.co.uk,United Kingdom,North Yorkshire,Food products,Manufacturing,
2026-04-13,Steensen Varming,https://www.steensenvarming.com,Australia,New South Wales,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Steeped Coffee,https://steepedcoffee.com,United States,California,Beverages,Manufacturing,
2026-04-13,STELAR London Limited,https://www.thisisstelar.com,United Kingdom,Dorset,Apparel,Manufacturing,
2026-04-13,Stella Nova Copenhagen A/S,https://www.stellanovacopenhagen.com,Denmark,Capital Region of Denmark,Apparel,Wholesale/Retail,
2026-04-13,Stephens Scown LLP,https://www.stephens-scown.co.uk,United Kingdom,Devon,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,Steppes Travel,https://www.steppestravel.com,United Kingdom,Gloucestershire,Travel agency & related,Service with Minor Environmental Footprint,
2026-04-13,Steps Consulting,https://www.stepscommunity.com,Thailand,Bangkok,Education & training services,Service with Significant Environmental Footprint,
2026-04-13,sterling quality services ltd (SQS),https://www.sqs.co.uk,United Kingdom,Manchester,Other renewable energy installation,Service with Minor Environmental Footprint,
2026-04-13,Steves&Co.,https://www.stevesandco.com,Malta,Lija,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,"Steward Holdings (US) Inc., a Public Benefit Corporation",https://gosteward.com,United States,Oregon,Other credit - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Stewardship Wealth,https://www.stewardshipwealth.uk,United Kingdom,Aberdeenshire,Pension/retirement plans,Service with Minor Environmental Footprint,
2026-04-13,Stick & Ball,https://stickandball.com/,United States,California,Apparel,Wholesale/Retail,
2026-04-13,Stickbulb,https://stickbulb.com,United States,New York,Wood & wood products,Manufacturing,
2026-04-13,Stilling,https://www.stilling.dk,Denmark,Region Zealand,Fabricated metal products,Manufacturing,
2026-05-04,STIR ARCHITECTS LTD,https://stir.london,United Kingdom,City of Westminster,,Service,
2026-04-13,Stirred,https://www.stirredhealth.co.uk,,,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,STITCHES + STEEL,https://stitchesandsteel.com,,,Other retail sale,Wholesale/Retail,
2026-04-13,Stoane Lighting,https://www.stoanelighting.com,United Kingdom,Scotland,Electrical equipment,Manufacturing,
2026-04-13,Stock CO₂,http://www.stock-co2.com,France,Île-de-France,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,STOIX Group Ltd,https://stoix.co.uk,United Kingdom,London Borough of Harrow,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,Stok,https://stok.com,United States,California,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Stoller Family Estate,https://www.stollerfamilyestate.com,United States,Oregon,Agricultural Processing,Agriculture/Growers,
2026-04-13,Stone Creek Coffee,https://www.stonecreekcoffee.com,United States,Wisconsin,Beverages,Manufacturing,
2026-04-13,Stone Soup Consulting,https://www.stone-soup.net,Portugal,Lisbon,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,Stooker Specialty Coffee,https://www.stookerspecialtycoffee.com,Netherlands The,North Holland,Beverages,Wholesale/Retail,
2026-04-13,Stoov Holding B.V.,https://www.stoov.com/,Netherlands The,Utrecht,Textiles,Wholesale/Retail,
2026-04-13,STOP Telecom,https://www.stop.fr/,France,Île-de-France,Telecommunications,Service with Minor Environmental Footprint,
2026-04-13,Store Property Holdings Limited,https://www.storeproperty.co.uk,United Kingdom,West Sussex,Real estate - leased property,Service with Minor Environmental Footprint,
2026-04-13,Stories (Services) Ltd,https://www.stories.partners,United Kingdom,City of London,Real estate development,Service with Significant Environmental Footprint,
2026-04-13,Storm Consultancy,https://stormconsultancy.co.uk,United Kingdom,Somerset,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Storm Creek,https://www.stormcreek.com,United States,Minnesota,Apparel,Wholesale/Retail,
2026-04-13,Storm Model Management,https://www.stormmanagement.com/,United Kingdom,Royal Borough of Kensington and Chelsea,Arts & entertainment,Service with Minor Environmental Footprint,
2026-04-13,Storyfactory S.r.l. Società Benefit,https://www.storyfactory.it,Italy,Metropolitan City of Milan,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Storythings,https://storythings.com,United Kingdom,Brighton and Hove,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Stourgarden LTD,https://stourgarden.com/about-us/,United Kingdom,Essex,Agricultural Processing,Agriculture/Growers,
2026-04-13,STOX B.V.,https://stoxenergy.com/nl,Netherlands The,North Holland,Sports goods,Wholesale/Retail,
2026-04-13,Straight Up Bookkeeping,https://www.straightupbookkeeping.com.au,Australia,New South Wales,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Straightaway Cocktails,https://straightawaycocktails.com/,United States,Oregon,Beverages,Manufacturing,
2026-04-13,"Straightup Solar, LLC",https://www.straightupsolar.com,United States,Missouri,Solar panel installation,Service with Significant Environmental Footprint,
2026-04-13,Strata Project Solutions Ltd,https://stratadigital.io,Ireland,County Dublin,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Strategy Arts,https://strategyarts.com,United States,Pennsylvania,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,Stravillia Sustainability Hub,https://www.stravillia.com,Portugal,Lisbon,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Stream Platforms Ltd,https://stream.co/en,United Kingdom,City of Westminster,Financial transaction processing,Service with Minor Environmental Footprint,
2026-04-13,Streamtime Australia Pty Ltd,https://www.streamtime.net,Australia,New South Wales,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Streets Heaver Computer Systems Ltd.,https://www.streets-heaver.com,United Kingdom,Lincolnshire,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Strengthscope Limited,https://www.strengthscope.com,United Kingdom,London Borough of Lambeth,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Stress Matters,https://www.stressmatters.org.uk,United Kingdom,Kent,Other human health,Service with Minor Environmental Footprint,
2026-04-13,Stride Treglown,https://www.stridetreglown.com,United Kingdom,City of Bristol,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Stripe & Stare,https://www.stripeandstare.com,United Kingdom,Devon,Apparel,Wholesale/Retail,
2026-04-13,Strong Roots,https://www.strongroots.com,Ireland,Leinster,Food products,Wholesale/Retail,
2026-04-13,Stronger Ltd,https://www.strongerwellness.com,United Kingdom,London Borough of Merton,Sports goods,Wholesale/Retail,
2026-04-13,Stronger Stories,https://www.strongerstories.org,United Kingdom,East Sussex,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,STROTH Holding GmbH,https://www.amiva.de,Germany,North Rhine-Westphalia,Telecommunications,Service with Minor Environmental Footprint,
2026-04-13,Stroud Brewery,https://www.stroudbrewery.co.uk,United Kingdom,Gloucestershire,Beverages,Manufacturing,
2026-04-13,stubble + 'stache,https://www.stubbleandstache.com,United States,District of Columbia,Personal care products,Wholesale/Retail,
2026-04-13,Student Pop,https://www.studentpop.fr/etudiants/,France,Île-de-France,Mobile applications,Service with Minor Environmental Footprint,
2026-04-13,Studio 91 Media Ltd,https://www.studio91media.co.uk/,United Kingdom,Manchester,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-13,Studio Anneloes BV,https://www.studioanneloes.nl/,Netherlands The,North Holland,Apparel,Wholesale/Retail,
2026-04-13,Studio Dhesi,https://studiodhesi.co.uk,United Kingdom,City of London,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Studio Duel,https://www.studioduel.nl,Netherlands The,South Holland,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Studio Floc Ltd,https://studiofloc.com,United Kingdom,Somerset,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,STUDIO FSR,https://www.STUDIOFSR.com,United States,North Dakota,Personal care products,Manufacturing,
2026-04-13,Studio Graphene Limited,https://www.studiographene.com,United Kingdom,London Borough of Southwark,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,Studio Henk,https://www.studio-henk.nl,Netherlands The,North Holland,Furniture,Wholesale/Retail,
2026-04-13,STUDIO HUB MTL INC.,https://www.mirari.art,Canada,Quebec,Arts & entertainment,Service with Minor Environmental Footprint,
2026-04-13,Studio Knight Stokoe Ltd,https://www.knightstokoe.co.uk,,,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Studio Locale,https://studiolocale.com,Canada,Ontario,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Studio Masscob SL,https://masscob.com/es,Spain,Galicia,Apparel,Wholesale/Retail,
2026-04-13,Studio O+A,https://www.o-plus-a.com,United States,California,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Studio Prineas,https://studioprineas.com.au,Australia,New South Wales,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Studio Quirico s.r.l.,https://www.studioquirico.it,Italy,Province of Novara,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Studio Republic,https://studiorepublic.com,United Kingdom,Hampshire,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Studio Round,https://www.round.com.au,Australia,Victoria,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Studio Tre SB S.p.A.,https://www.traduzionistudiotre.it,Italy,Emilia-Romagna,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Studio Unthink Limited,https://www.unthink.ie/,Ireland,County Dublin,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
